model,week,best_params,best_val_rmse,train_r2,val_r2,test_r2,train_rmse,val_rmse,test_rmse,train_mae,val_mae,test_mae,train_mape,val_mape,test_mape
XGBoost,processed_data_fs_16_20_1_12_18_19,"{'subsample': 0.6, 'reg_lambda': 0.5, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.0, 'colsample_bytree': 0.7}",0.09482718259096146,0.9770800471305847,0.9699109792709351,0.49181419610977173,0.01515245996415615,0.01926416903734207,0.06661394238471985,0.010999040678143501,0.015468212775886059,0.05395793542265892,0.02417532168328762,0.033583737909793854,0.11821932345628738
