model,week,best_params,best_val_rmse,train_r2,val_r2,test_r2,train_rmse,val_rmse,test_rmse,train_mae,val_mae,test_mae,train_mape,val_mape,test_mape
PLSR_VI,processed_data_fs_16_20_1_12_18_19,{'n_components': 19},0.07122055952517128,0.6817910573432604,0.6834767608078369,0.3752394573834872,0.0551369448925149,0.06175705149445198,0.07276831996512717,0.04219483760270441,0.050695552091741605,0.05610402505676484,0.09262944840750215,0.10462338099322649,0.11797707027306245
