model,week,best_params,best_val_rmse,train_r2,val_r2,test_r2,train_rmse,val_rmse,test_rmse,train_mae,val_mae,test_mae,train_mape,val_mape,test_mape
XGBoost_VI,processed_data_fs_16_18_1,"{'subsample': 0.8, 'reg_lambda': 0.5, 'reg_alpha': 0.1, 'n_estimators': 300, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.0, 'colsample_bytree': 0.9}",0.11831028759479523,0.9841883182525635,0.9829286336898804,0.4951568841934204,0.014026440680027008,0.016858423128724098,0.07909879088401794,0.010456993244588375,0.011521345935761929,0.06591996550559998,0.04388119652867317,0.054435957223176956,0.3180936276912689
