model,week,best_params,best_cv_rmse,train_r2,test_r2,train_rmse,test_rmse,train_mae,test_mae,train_mape,test_mape
PLSR,processed_data_weekly_19,{'n_components': 5},0.24979266006854312,0.5738980957541899,0.37662532238992885,0.1547716120767564,0.2770216264681956,0.11271637769208548,0.20395596308366268,1.7691170366946622,2.4512018965648217
