model,week,best_params,best_val_rmse,train_r2,val_r2,test_r2,train_rmse,val_rmse,test_rmse,train_mae,val_mae,test_mae,train_mape,val_mape,test_mape
PLSR_VI,processed_data_fs_16_18_1,{'n_components': 8},0.1190536142500847,0.3888421323358783,0.25636861410902334,0.4557583703741701,0.08720380228052454,0.11126578034695146,0.08212729594598464,0.06981138143281906,0.08443659491919199,0.06674651778931273,0.28649306024228904,0.38339818919787544,0.32602495844618307
