model,week,best_params,best_val_rmse,train_r2,val_r2,test_r2,train_rmse,val_rmse,test_rmse,train_mae,val_mae,test_mae,train_mape,val_mape,test_mape
PLSR,processed_data_fs_16_20_1_12_18_19,{'n_components': 4},0.08689323570035955,0.5972676189106914,0.557752585370743,0.3300170768020303,0.06351624574890416,0.07385481223733231,0.07648666792812125,0.048009759974673834,0.060711314386973324,0.06343332374954859,0.10806664188663331,0.13138507060058277,0.1324146085441454
