n_components,mean_test_rmse,std_test_rmse
5,0.24979266006854312,0.08904482512432614
10,0.44947208309996717,0.42040518518421255
15,0.37201447631546053,0.18358103510869525
20,0.40587974654045206,0.21869378814110957
25,0.4490249210848204,0.20233539617374408
30,0.736791112270247,0.6612230110625306
35,0.9352601518068866,1.0025700388411736
40,1.2992397560431377,1.6300454206306414
45,1.7937764233226976,2.5834517520073472
50,2.3443421189559706,3.6269809333188694
