model,week,best_params,best_val_rmse,train_r2,val_r2,test_r2,train_rmse,val_rmse,test_rmse,train_mae,val_mae,test_mae,train_mape,val_mape,test_mape
XGBoost,processed_data_fs_16_18_1,"{'subsample': 0.6, 'reg_lambda': 0.5, 'reg_alpha': 0.0, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.8}",0.09724259376525879,0.98537677526474,0.9818586707115173,0.2613486647605896,0.01339905709028244,0.017196251079440117,0.0959470346570015,0.009330714121460915,0.010410996153950691,0.07440455257892609,0.036049164831638336,0.04765862599015236,0.39849886298179626
