model,week,best_params,best_val_rmse,train_r2,val_r2,test_r2,train_rmse,val_rmse,test_rmse,train_mae,val_mae,test_mae,train_mape,val_mape,test_mape
PLSR,processed_data_fs_16_18_1,{'n_components': 21},0.09045711299551802,0.48643333834231206,0.6222167252464483,0.2146718705516294,0.0794056398781576,0.0784730775427742,0.09893214024500661,0.06498670164948399,0.06019935084403159,0.08274115320151493,0.2528751289890791,0.28448055610795964,0.40049245358915947
