model,week,best_params,best_cv_rmse,train_r2,test_r2,train_rmse,test_rmse,train_mae,test_mae,train_mape,test_mape
PLSR,processed_data_weekly_13,{'n_components': 5},0.2633337788302498,0.3811807723800468,0.04795209960831581,0.2254608966525805,0.32389540567157715,0.1704460262879164,0.24276131119651487,2.38614445117777,1.1718393361704966
