model,week,best_params,best_val_rmse,train_r2,val_r2,test_r2,train_rmse,val_rmse,test_rmse,train_mae,val_mae,test_mae,train_mape,val_mape,test_mape
XGBoost_VI,processed_data_fs_16_20_1_12_18_19,"{'subsample': 0.6, 'reg_lambda': 0.5, 'reg_alpha': 0.0, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.8}",0.08357904106378555,0.9830569624900818,0.9901615381240845,0.3369148373603821,0.01272278930991888,0.010887986049056053,0.07496701925992966,0.006695480551570654,0.006269403267651796,0.05991469323635101,0.014620658941566944,0.015102834440767765,0.1250562220811844
