n_components,mean_test_rmse,std_test_rmse
5,0.2633337788302498,0.03805207300710513
10,0.2684975224586883,0.019001428121815746
15,0.2700445699131305,0.03219984050044334
20,0.2832145433190362,0.05025040899256734
25,0.2939422662963002,0.061852907581116445
30,0.3135530241468162,0.06613946638842168
35,0.3260315037320288,0.07147777775642924
40,0.3375218859172878,0.06371245391433586
45,0.345413236410326,0.05203219954732298
50,0.3501002243735254,0.048168853058578834
