mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0.14669370651245117,0.0,0.001318216323852539,0.0,0.7,5.0,1.0,300,1,10,0.01,1.0,0.6,"{'subsample': 0.7, 'reg_lambda': 5.0, 'reg_alpha': 1.0, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.01, 'gamma': 1.0, 'colsample_bytree': 0.6}",-0.11560974270105362,-0.11560974270105362,0.0,156
0.1471090316772461,0.0,0.001322031021118164,0.0,0.7,5.0,1.0,300,10,4,0.03,0.5,0.7,"{'subsample': 0.7, 'reg_lambda': 5.0, 'reg_alpha': 1.0, 'n_estimators': 300, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.03, 'gamma': 0.5, 'colsample_bytree': 0.7}",-0.11553821712732315,-0.11553821712732315,0.0,152
0.919611930847168,0.0,0.0021300315856933594,0.0,0.8,5.0,0.5,300,5,6,0.01,0.0,0.7,"{'subsample': 0.8, 'reg_lambda': 5.0, 'reg_alpha': 0.5, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.01, 'gamma': 0.0, 'colsample_bytree': 0.7}",-0.09221640974283218,-0.09221640974283218,0.0,56
0.10004830360412598,0.0,0.001356363296508789,0.0,0.9,2.0,0.5,200,10,3,0.03,1.0,0.6,"{'subsample': 0.9, 'reg_lambda': 2.0, 'reg_alpha': 0.5, 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.03, 'gamma': 1.0, 'colsample_bytree': 0.6}",-0.115730419754982,-0.115730419754982,0.0,191
0.056249380111694336,0.0,0.0012640953063964844,0.0,0.8,1.0,1.0,100,5,4,0.05,1.0,0.9,"{'subsample': 0.8, 'reg_lambda': 1.0, 'reg_alpha': 1.0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 1.0, 'colsample_bytree': 0.9}",-0.11561094969511032,-0.11561094969511032,0.0,157
0.07314205169677734,0.0,0.0012753009796142578,0.0,0.9,5.0,1.0,100,10,3,0.05,0.1,0.6,"{'subsample': 0.9, 'reg_lambda': 5.0, 'reg_alpha': 1.0, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.6}",-0.09645667672157288,-0.09645667672157288,0.0,87
0.2066667079925537,0.0,0.0014178752899169922,0.0,0.8,0.5,0.0,300,1,6,0.03,0.1,0.9,"{'subsample': 0.8, 'reg_lambda': 0.5, 'reg_alpha': 0.0, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.03, 'gamma': 0.1, 'colsample_bytree': 0.9}",-0.09159519523382187,-0.09159519523382187,0.0,43
0.269500732421875,0.0,0.0016989707946777344,0.0,0.8,0.5,1.0,100,10,8,0.01,0.0,0.6,"{'subsample': 0.8, 'reg_lambda': 0.5, 'reg_alpha': 1.0, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0.0, 'colsample_bytree': 0.6}",-0.09922432899475098,-0.09922432899475098,0.0,101
0.15314507484436035,0.0,0.0014085769653320312,0.0,0.8,1.0,0.0,300,5,3,0.01,0.5,0.6,"{'subsample': 0.8, 'reg_lambda': 1.0, 'reg_alpha': 0.0, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.6}",-0.11189692467451096,-0.11189692467451096,0.0,120
0.2496204376220703,0.0,0.001415252685546875,0.0,0.6,2.0,0.0,200,10,3,0.05,0.0,0.9,"{'subsample': 0.6, 'reg_lambda': 2.0, 'reg_alpha': 0.0, 'n_estimators': 200, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0.0, 'colsample_bytree': 0.9}",-0.08957384526729584,-0.08957384526729584,0.0,17
0.14836978912353516,0.0,0.00128936767578125,0.0,0.9,0.5,0.0,300,3,8,0.1,0.5,0.7,"{'subsample': 0.9, 'reg_lambda': 0.5, 'reg_alpha': 0.0, 'n_estimators': 300, 'min_child_weight': 3, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.7}",-0.10940061509609222,-0.10940061509609222,0.0,104
0.2202286720275879,0.0,0.0014827251434326172,0.0,0.6,2.0,0.1,200,5,10,0.01,0.1,0.9,"{'subsample': 0.6, 'reg_lambda': 2.0, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 10, 'learning_rate': 0.01, 'gamma': 0.1, 'colsample_bytree': 0.9}",-0.09268681704998016,-0.09268681704998016,0.0,64
0.056467533111572266,0.0,0.001260519027709961,0.0,0.9,2.0,1.0,100,3,10,0.05,1.0,0.8,"{'subsample': 0.9, 'reg_lambda': 2.0, 'reg_alpha': 1.0, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 10, 'learning_rate': 0.05, 'gamma': 1.0, 'colsample_bytree': 0.8}",-0.11564961075782776,-0.11564961075782776,0.0,176
0.05650472640991211,0.0,0.0012671947479248047,0.0,0.7,5.0,0.0,100,1,10,0.05,1.0,0.8,"{'subsample': 0.7, 'reg_lambda': 5.0, 'reg_alpha': 0.0, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.05, 'gamma': 1.0, 'colsample_bytree': 0.8}",-0.11564946919679642,-0.11564946919679642,0.0,175
0.24757170677185059,0.0,0.0013353824615478516,0.0,0.7,0.5,1.0,500,1,3,0.01,0.5,0.8,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 1.0, 'n_estimators': 500, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.8}",-0.11566665768623352,-0.11566665768623352,0.0,183
