mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_n_estimators,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
9.14219708442688,0.18893485419956063,0.00486445426940918,0.0005347864253027173,0.8,0.5,0.5,300,4,0.01,0.9,"{'subsample': 0.8, 'reg_lambda': 0.5, 'reg_alpha': 0.5, 'n_estimators': 300, 'max_depth': 4, 'learning_rate': 0.01, 'colsample_bytree': 0.9}",-0.18963846564292908,-0.2030995786190033,-0.281186580657959,-0.23836678266525269,-0.24235224723815918,-0.23092873096466066,0.0322211747879016,2
8.102668571472169,0.0765809195973892,0.0047627449035644535,0.0006603092934884612,0.7,2.0,0.5,300,4,0.01,0.8,"{'subsample': 0.7, 'reg_lambda': 2.0, 'reg_alpha': 0.5, 'n_estimators': 300, 'max_depth': 4, 'learning_rate': 0.01, 'colsample_bytree': 0.8}",-0.18841348588466644,-0.19717128574848175,-0.27941450476646423,-0.24063651263713837,-0.24424199759960175,-0.2299755573272705,0.033361423310384726,1
7.872505331039429,0.4799546863503192,0.00489497184753418,0.00031391707955451725,0.9,2.0,0.0,100,6,0.05,0.9,"{'subsample': 0.9, 'reg_lambda': 2.0, 'reg_alpha': 0.0, 'n_estimators': 100, 'max_depth': 6, 'learning_rate': 0.05, 'colsample_bytree': 0.9}",-0.20571759343147278,-0.2176993191242218,-0.28398656845092773,-0.23379100859165192,-0.26120811700820923,-0.2404805213212967,0.028616789719963277,40
32.42576127052307,0.5863538439554763,0.004681587219238281,0.0006838694556896528,0.7,1.0,0.0,300,8,0.01,0.9,"{'subsample': 0.7, 'reg_lambda': 1.0, 'reg_alpha': 0.0, 'n_estimators': 300, 'max_depth': 8, 'learning_rate': 0.01, 'colsample_bytree': 0.9}",-0.1924820840358734,-0.2115662395954132,-0.2942402958869934,-0.24348345398902893,-0.2590568959712982,-0.24016579389572143,0.035731227417773126,38
2.193780946731567,0.09397027499956007,0.004846429824829102,0.0006233115053887731,0.7,1.0,1.0,100,4,0.1,0.8,"{'subsample': 0.7, 'reg_lambda': 1.0, 'reg_alpha': 1.0, 'n_estimators': 100, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",-0.2051454484462738,-0.20003633201122284,-0.2879398465156555,-0.23248854279518127,-0.26920291781425476,-0.23896261751651765,0.034681450353737917,34
19.478922653198243,0.3826242750381239,0.005204057693481446,0.0009221660380736558,0.8,2.0,0.0,200,8,0.01,0.7,"{'subsample': 0.8, 'reg_lambda': 2.0, 'reg_alpha': 0.0, 'n_estimators': 200, 'max_depth': 8, 'learning_rate': 0.01, 'colsample_bytree': 0.7}",-0.18726012110710144,-0.206916943192482,-0.2776971459388733,-0.24744735658168793,-0.24518036842346191,-0.23290038704872132,0.03202291399005273,6
13.83472981452942,0.7764735188880714,0.004697990417480469,0.0006129415774946272,0.9,1.0,0.0,200,6,0.05,0.9,"{'subsample': 0.9, 'reg_lambda': 1.0, 'reg_alpha': 0.0, 'n_estimators': 200, 'max_depth': 6, 'learning_rate': 0.05, 'colsample_bytree': 0.9}",-0.20268942415714264,-0.221114844083786,-0.29184776544570923,-0.2430131733417511,-0.2561038136482239,-0.24295380413532258,0.030534263373048716,44
5.905008172988891,0.20880667041758005,0.005005407333374024,0.00013181191891742318,0.7,0.5,1.0,200,6,0.05,0.7,"{'subsample': 0.7, 'reg_lambda': 0.5, 'reg_alpha': 1.0, 'n_estimators': 200, 'max_depth': 6, 'learning_rate': 0.05, 'colsample_bytree': 0.7}",-0.2017095983028412,-0.1996169537305832,-0.28545936942100525,-0.23370200395584106,-0.2505389153957367,-0.23420536816120147,0.03208222017703176,11
11.95565161705017,0.1714741790501772,0.005042886734008789,0.0006497385742274317,0.9,1.0,0.5,200,8,0.05,0.9,"{'subsample': 0.9, 'reg_lambda': 1.0, 'reg_alpha': 0.5, 'n_estimators': 200, 'max_depth': 8, 'learning_rate': 0.05, 'colsample_bytree': 0.9}",-0.19879356026649475,-0.20331622660160065,-0.27905529737472534,-0.24078461527824402,-0.25880858302116394,-0.23615165650844575,0.0311426262140439,20
8.658924865722657,0.22174886006436012,0.005155611038208008,0.000323038660201608,0.8,2.0,1.0,300,6,0.05,0.9,"{'subsample': 0.8, 'reg_lambda': 2.0, 'reg_alpha': 1.0, 'n_estimators': 300, 'max_depth': 6, 'learning_rate': 0.05, 'colsample_bytree': 0.9}",-0.19458132982254028,-0.19860707223415375,-0.2764386236667633,-0.23695452511310577,-0.2630707919597626,-0.23393046855926514,0.03304948914531794,9
